country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
Czechia,CZ,CZE,10649800,2020-07-11,143,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-10-23,16297,54,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-27,7,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-22,12,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-07-06,284,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-27,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-10-22,1472,29,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-10-14,290,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-02,847,5,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-05-29,26,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-08-16,89,2,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-09-08,566,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-12,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-30,166,5,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-06,73,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-10,420,3,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-08-02,146,2,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-03-24,5,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-06-15,7,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-06-27,22,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-03-18,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-07-08,195,4,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-29,48,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-02,23,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-11,2,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-07,399,3,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-06-25,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-20,450,6,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-18,1,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-29,132,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-10-04,2843,27,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-13,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-08-14,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-06-09,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-03-08,1,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-03-28,2,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-29,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-28,11123,27,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-04-01,55,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-15,4,1,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-26,21,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-13,126,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-04-21,37,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-04,335,69,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-25,321,16,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-01-06,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-05-24,271,13,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-04,1,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-18,1368,44,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-02,771,13,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-08-04,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-20,3,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-20,1409,32,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-25,68,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-06,425,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-23,7600,95,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-28,365,32,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-15,692,22,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-27,193,1,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-05-09,553,9,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-23,141,2,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-10-22,6719,141,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-09-16,605,24,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-06,70,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-13,1311,27,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-05,349,23,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-30,522,107,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-10-06,144,4,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-08-07,5,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-04-12,170,10,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-28,4,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-05-04,8,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-08-20,219,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-06-26,76,5,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-07-15,155,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-04-15,45,1,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-23,42,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-19,36,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-14,48,7,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-13,61,2,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-06-10,7,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-09-25,559,2,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-06,3,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-31,1,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-04,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-09-15,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-10-24,9983,45,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-13,4,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-06,1694,16,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-10-05,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-05,6,1,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-09-16,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-16,13,2,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-26,15,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-27,2,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-26,234,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-29,37,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-04,10,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-05-09,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-06,3677,92,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-10-25,10,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-31,28,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-03-17,5,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-24,518,1,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-09-18,5,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-18,14,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-05-11,6,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-05-02,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-10,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-09-20,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-08-19,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-06-15,5,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-03-17,3,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-20,1,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-07,205,4,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-06-22,321,22,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-02,532,78,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-28,28,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-04-13,4789,97,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-10-19,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-13,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-04,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-23,4926,37,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-08-09,1489,27,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-07,63,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-29,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-08-26,72,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-03-15,57,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-03-19,5,2,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-29,2,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-02,218,4,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-05-12,330,11,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-14,33,3,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-05-27,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-06-09,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-05-03,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-09-06,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-03-27,134,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-31,173,8,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-21,22,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-09-11,317,1,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-10,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-01,2,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-10-11,444,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-05-09,82,4,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-12,577,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-08,37,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-15,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-14,25,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-10-02,234,4,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-10-03,159,1,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-10-08,182,2,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-03-19,18,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-07-12,318,3,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-10,217,4,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-03-23,121,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-01,9,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-03-21,3,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-04-29,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-02-18,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-05-09,642,243,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-09-02,147,8,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-06,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-18,5,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-04-10,118,2,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-02,79,12,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-29,51,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-03-22,12,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-09-03,233,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-28,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-07,4,0,"Epidemic intelligence, national daily data"
